File,Window_Sec,Window_Index,Binarization,LZC_Normalized,LZC_Custom,Variance,SNR,Binary_Balance
P001-1-trimmed.mat,240,2,median,0.02009153513295475,3.9318072667230427e-05,0.3455556,-0.8890052,0.49997291666666666
P001-1-trimmed.mat,240,2,mean,0.004796804865402112,3.9318072667230427e-05,0.3455556,-0.8890052,0.58255
P001-1-trimmed.mat,240,2,adaptive,0.0038531711213885818,3.9318072667230427e-05,0.3455556,-0.8890052,0.5727770833333333
P001-1-trimmed.mat,240,3,median,0.022568573710990265,3.9318072667230427e-05,0.27409503,-1.9658374,0.49995
P001-1-trimmed.mat,240,3,mean,0.019265855606942908,3.9318072667230427e-05,0.27409503,-1.9658374,0.4204625
P001-1-trimmed.mat,240,3,adaptive,0.028466284611074828,3.9318072667230427e-05,0.27409503,-1.9658374,0.31042916666666664
P001-1-trimmed.mat,240,4,median,0.014390414596206337,3.9318072667230427e-05,0.077423565,-4.645855,0.49985416666666665
P001-1-trimmed.mat,240,4,mean,0.013682689288196189,3.9318072667230427e-05,0.077423565,-4.645855,0.5218625
P001-1-trimmed.mat,240,4,adaptive,0.013918597724199571,3.9318072667230427e-05,0.077423565,-4.645855,0.49831458333333334
P001-1-trimmed.mat,300,0,median,0.019802432069371302,3.199100495859661e-05,0.2644642,-2.0490985,0.49977
P001-1-trimmed.mat,300,0,mean,0.02351338864456851,3.199100495859661e-05,0.2644642,-2.0490985,0.43366166666666667
P001-1-trimmed.mat,300,0,adaptive,0.031543130889176256,3.199100495859661e-05,0.2644642,-2.0490985,0.356165
P001-1-trimmed.mat,300,1,median,0.013244276052858996,3.199100495859661e-05,0.15348342,-3.075788,0.4998516666666667
P001-1-trimmed.mat,300,1,mean,0.012732419973521451,3.199100495859661e-05,0.15348342,-3.075788,0.50816
P001-1-trimmed.mat,300,1,adaptive,0.013628168112362156,3.199100495859661e-05,0.15348342,-3.075788,0.47955333333333333
P001-1-trimmed.mat,300,2,median,0.015131745345416196,3.199100495859661e-05,0.40116692,-1.483613,0.4999766666666667
P001-1-trimmed.mat,300,2,mean,0.015771565444588128,3.199100495859661e-05,0.40116692,-1.483613,0.3946766666666667
P001-1-trimmed.mat,300,2,adaptive,0.006750102046263885,3.199100495859661e-05,0.40116692,-1.483613,0.36077166666666666
